species_code,taxocode,scientific_name,english_name,french_name,spanish_name,arabic_name,chinese_name,russian_name,author,family,order,stats_data,isscaap_code,isscaap_group_en,isscaap_group_fr,isscaap_group_es,isscaap_division_code,isscaap_division_en,isscaap_division_fr,isscaap_division_es
TUT,1760800401,Tubbia tasmanica,Tasmanian ruffe,,,,,,Whitley 1943,Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEO,1760801001,Seriolella porosa,Choicy ruff,Sériolelle argentine,Cojinoba savorín,خزَّان أرجنتيني,南美鰤鲳,,Guichenot 1848,Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEM,1760801002,Seriolella brama,Common warehou,,,,,Варенху обыкновенный,(Günther 1860),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEI,1760801003,Seriolella violacea,Palm ruff,Sériolelle palmée,Cojinoba palmera,,,,Guichenot 1848,Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEP,1760801004,Seriolella punctata,Silver warehou,,Cojinoba moteada,,,,(Forster 1801),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEU,1760801005,Seriolella caerulea,White warehou,,Cojinoba del sur,,,,Guichenot 1848,Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BSP,17608010XX,Seriolella spp,Warehou nei,Sériolelles nca,Cojinobas nep,,,Сериолеллы,,Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BWA,1760801502,Hyperoglyphe antarctica,Bluenose warehou,Rouffe antarctique,Rufo antártico,خزّان مَزرورق,南极栉鲳,,(Carmichael 1819),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HGY,1760801503,Hyperoglyphe bythites,Black driftfish,,,,,,(Ginsburg 1954),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HYW,1760801504,Hyperoglyphe perciformis,Barrelfish,,,,,,(Mitchill 1818),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BUP,1760802001,Psenopsis anomala,Pacific rudderfish,Stromaté du Japon,Pámpano del Pacífico,,,,(Temminck & Schlegel 1844),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CEN,17608XXXXX,Centrolophidae,"Ruffs, barrelfishes nei",Centrolophes nca,"Rufos, romerillos nep",,,Центролофовые,,Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ICN,1771600101,Icosteus aenigmaticus,Ragfish,,,,,,Lockington 1880,Icosteidae,Other perciformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SXH,1772400101,Scombrolabrax heterolepis,Longfin escolar,,,,,,Roule 1921,Scombrolabracidae,Other perciformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REG,1780100101,Sebastes marinus,Golden redfish,Sébaste doré,Gallineta dorada,,,Окунь золотистый,(Linnaeus 1758),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFV,1780100102,Sebastes viviparus,Norway redfish,Petit sébaste,,,,,Krøyer 1845,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
WRO,1780100103,Sebastes entomelas,Widow rockfish,Sébaste rocote,Rocote,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
YRO,1780100104,Sebastes flavidus,Yellowtail rockfish,Sébaste à queue jaune,Chancharro cola amarilla,,,,(Ayres 1862),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFP,1780100105,Sebastes serriceps,Treefish,,,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEQ,1780100106,Sebastes rosaceus,Rosy rockfish,,,,,,Girard 1854,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SED,1780100107,Sebastes serranoides,Olive rockfish,,,,,,(Eigenmann & Eigenmann 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFY,1780100108,Sebastes mystinus,Blue rockfish,,,,,,(Jordan & Gilbert 1881),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
OPP,1780100109,Sebastes alutus,Pacific ocean perch,Sébaste du Pacifique,Gallineta del Pacífico,,,Клювач тихоокеанский,(Gilbert 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SBC,1780100110,Sebastes paucispinis,Bocaccio rockfish,Sébaste bocace,Chancharro bocacio,السمك الأحمر بوكاسيو,稀棘平鮋,,Ayres 1854,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFW,1780100111,Sebastes miniatus,Vermilion rockfish,,,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REB,1780100112,Sebastes mentella,Beaked redfish,Sébaste du Nord,Gallineta nórdica,,,Клювач,(Travin 1951),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REC,1780100113,Sebastes capensis,Cape redfish,Sébaste du Cap,Gallineta del Cabo,,,,(Gmelin 1789),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REN,1780100114,Sebastes fasciatus,Acadian redfish,Sébaste rose,Chancharro,,,,Storer 1856,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SPG,1780100115,Sebastes pinniger,Canary rockfish,Sébaste citron,Chancharro flioma,السمك الأحمر الحامض,翼平鮋,,(Gill 1864),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SGO,1780100116,Sebastes goodei,Chilipepper rockfish,Sébaste piment,Chancharro pimienta,السمك الأحمر فلفل,郭氏平鮋,,(Eigenmann & Eigenmann 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFO,1780100117,Sebastes constellatus,Starry rockfish,,,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFT,1780100119,Sebastes aleutianus,Rougheye rockfish,,,,,,(Jordan & Evermann 1898),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFB,1780100120,Sebastes borealis,Shortraker rockfish,,,,,,Barsukov 1970,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFJ,1780100121,Sebastes caurinus,Copper rockfish,,,,,,Richardson 1844,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFD,1780100122,Sebastes diploproa,Splitnose rockfish,,,,,,(Gilbert 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFE,1780100123,Sebastes elongatus,Greenstriped rockfish,,,,,,Ayres 1859,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFK,1780100125,Sebastes jordani,Shortbelly rockfish,,,,,,(Gilbert 1896),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFG,1780100126,Sebastes maliger,Quillback rockfish,,,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFL,1780100128,Sebastes schlegeli,Korean rockfish,,,,许氏平鲉 (黑鮶鱼),,Valenciennes 1837,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SWD,1780100130,Sebastes reedi,Yellowmouth rockfish,,,,,,(Westrheim & Tsuyuki 1967),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SBY,1780100131,Sebastes brevispinis,Silvergray rockfish,,,,,,(Bean 1884),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RMG,1780100132,Sebastes melanops,Black rockfish,,,,,,Girard 1856,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RNV,1780100133,Sebastes nigrocinctus,Tiger rockfish,,,,,,Ayres 1859,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RPJ,1780100134,Sebastes proriger,Redstripe rockfish,,,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RRV,1780100135,Sebastes ruberrimus,Yelloweye rockfish,,,,,,(Jordan & Gilbert 1883),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVW,1780100136,Sebastes wilsoni,Pygmy rockfish,,,,,,(Gilbert 1915),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVC,1780100137,Sebastes ciliatus,Dusky rockfish,,,,,,(Tilesius 1813),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVT,1780100138,Sebastes saxicola,Stripetail rockfish,,,,,,(Gilbert 1890),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVU,1780100139,Sebastes variegatus,Harlequin rockfish,,,,,,Quast 1971,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVP,1780100140,Sebastes polyspinis,Northern rockfish,,,,,,(Taranetz & Moiseev 1933),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVN,1780100141,Sebastes nebulosus,China rockfish,,,,,,Ayres 1854,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVH,1780100142,Sebastes helvomaculatus,Rosethorn rockfish,,,,,,Ayres 1859,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVB,1780100143,Sebastes babcocki,Redbanded rockfish,,,,,,(Thompson 1915),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVR,1780100144,Sebastes aurora,Aurora rockfish,,,,,,(Gilbert 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVZ,1780100145,Sebastes zacentrus,Sharpchin rockfish,,,,,,(Gilbert 1890),Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RVM,1780100146,Sebastes melanostomus,Blackgill rockfish,,,,,,(Eigenmann & Eigenmann 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RFC,1780100147,Sebastes crameri,Darkblotched rockfish,,,,,,(Jordan 1897),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
REQ,1780100148,Sebastes oculatus,Patagonian redfish,,Chancharro cabrilla,,,,Valenciennes 1833,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
QYR,1780100149,Sebastes chlorostictus,Greenspotted rockfish,,Rocote verde,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
QYS,1780100150,Sebastes carnatus,Gopher rockfish,,Rocote amarillo,,,,(Jordan & Gilbert 1880),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
QYT,1780100151,Sebastes levis,Cowcod,,Rocote vaquilla,,,,(Eigenmann & Eigenmann 1889),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
QYV,1780100153,Sebastes rufus,Bank rockfish,,Rocote rojo,,,,(Eigenmann & Eigenmann 1890),Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RIQ,1780100154,Sebastes auriculatus,Brown rockfish,,Rocote moreno,,,,Girard 1854,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RED,17801001XX,Sebastes spp,Atlantic redfishes nei,Sébastes de l'Atlantique nca,Gallinetas del Atlántico nep,,,Окуни морские,,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ICG,1780100601,Iracundus signifer,Decoy scorpionfish,Poisson-scorpion à piége,,,,,Jordan & Evermann 1903,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BBS,1780100901,Scorpaena porcus,Black scorpionfish,Rascasse brune,Rascacio,,,,Linnaeus 1758,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RSE,1780100902,Scorpaena scrofa,Red scorpionfish,Rascasse rouge,Cabracho,,,,Linnaeus 1758,Scorpaenidae,Scorpaeniformes,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SBJ,1780100903,Scorpaena brasiliensis,Barbfish,Rascasse brésilienne,,,,,Cuvier 1829,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SGN,1780100904,Scorpaena grandicornis,Plumed scorpionfish,,,,,,Cuvier 1829,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SGZ,1780100905,Scorpaena guttata,California scorpionfish,,,,,,Girard 1854,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SIQ,1780100906,Scorpaena histrio,Player scorpionfish,,,,,,Jenyns 1840,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SMW,1780100908,Scorpaena plumieri,Pacific spotted scorpionfish,Rascasse noire,,,,,Jordan & Starks 1895,Scorpaenidae,Scorpaeniformes,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
