species_code,taxocode,scientific_name,english_name,french_name,spanish_name,arabic_name,chinese_name,russian_name,author,family,order,stats_data,isscaap_code,isscaap_group_en,isscaap_group_fr,isscaap_group_es,isscaap_division_code,isscaap_division_en,isscaap_division_fr,isscaap_division_es
HBG,1709700503,Harpagifer georgianus,S. Georgia spiny plunderfish,,,,,,Nybelin 1947,Harpagiferidae,Percoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HFX,17097XXXXX,Harpagiferidae,Spiny plunderfishes nei,Pillard épineux nca,Pilladores espinudos nep,,,,,Harpagiferidae,Percoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CAA,1710200101,Anarhichas lupus,Atlantic wolffish,Loup atlantique,Perro del Norte,,大西洋狼鳚,Зубатка полосатая (=зубатка обыкновенная),Linnaeus 1758,Anarhichadidae,Zoarcoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CAB,1710200102,Anarhichas denticulatus,Northern wolffish,Loup gélatineux,Lobo,قرُّوس هُلامي,北方狼鳚,,Krøyer 1845,Anarhichadidae,Zoarcoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CAS,1710200103,Anarhichas minor,Spotted wolffish,Loup tacheté,Perro pintado,,斑狼鳚,,Olafsen 1772,Anarhichadidae,Zoarcoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CAT,17102001XX,Anarhichas spp,Wolffishes(=Catfishes) nei,Loups nca,Perritos del Norte nep,,,Зубатки,,Anarhichadidae,Zoarcoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
NAC,1710200201,Anarrhichthys ocellatus,Wolf-eel,,,,眼斑鳗狼鳚,,Ayres 1855,Anarhichadidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DEE,1711501101,Derepodichthys alepidotus,Cuskpout,,,,,,Gilbert 1896,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
EUK,1711501401,Eucryphycus californicus,Persimmon eelpout,,,,,,(Starks & Mann 1911),Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LCT,1711502402,Lycodes reticulatus,Arctic eelpout,,,,,,Reinhardt 1835,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LXK,1711502403,Lycodes esmarkii,Greater eelpout,Grande lycode,Licodes,,,,Collett 1875,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ELZ,17115024XX,Lycodes spp,Eelpouts,Loquettes,Viruelas,,,Ликоды,,Zoarcidae,Zoarcoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
YCV,1711502502,Lycenchelys verrillii,Wolf eelpout,,,,,,(Goode & Bean 1877),Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LVP,1711503203,Lycodapus pachysoma,Stout slipskin,,,,,,Peden & Anderson 1978,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LNA,1711503601,Lyconema barbatum,Bearded eelpout,,,,,,Gilbert 1896,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
TZL,1711504301,Taranetzella lyoderma,Looseskin eelpout,,,,,,Andriashev 1952,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
MTC,1711506101,Melanostigma atlanticum,Atlantic soft pout,,,,,,Koefoed 1952,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
MWG,1711506102,Melanostigma gelatinosum,Limp eelpout,Loquettine à queue noire,,,,,Günther 1881,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LVD,17115XXXXX,Zoarcidae,Eelpouts nei,Loquettes nca,Loquetas nep,,,,,Zoarcidae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ZAS,1711900101,Zaprora silenus,Prowfish,,,,,,Jordan 1896,Zaproridae,Zoarcoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
NBF,1720600102,Champsodon capensis,Gaper,,,,,,Regan 1908,Champsodontidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CVN,1720700102,Chiasmodon niger,Black swallower,Gargare noir,,,,,Johnson 1864,Chiasmodontidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UAG,1721300101,Astroscopus guttatus,Northern stargazer,,,,,,Abbott 1860,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UGM,1721300201,Genyagnus monopterygius,Spotted stargazer,,,,,,(Schneider 1801),Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UIB,1721300301,Ichthyscopus barbatus,Fringed stargazer,,,,,,Mees 1960,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UKA,1721300401,Kathetostoma albigutta,Lancer stargazer,,,,,,(Bean 1892),Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UUC,1721335202,Uranoscopus scaber,Stargazer,Uranoscope,Rata,مَخبئة,平头鰧,,Linnaeus 1758,Uranoscopidae,Trachinoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UIZ,1721335203,Uranoscopus albesca,Longspine stargazer,Uranoscope miou,Miracielo espinón,,,,Regan 1915,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UJB,1721335204,Uranoscopus cadenati,West African stargazer,Uranoscope boeuf,Miracielo africano,,,,Poll 1959,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UJC,1721335205,Uranoscopus polli,Whitespotted stargazer,Uranoscope à points blancs,Miracielo moteado,,,,Cadenat 1951,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UCZ,1721335206,Uranoscopus dollfusi,Dollfus' stargazer,,,,,,Brüss 1987,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
URA,17213352XX,Uranoscopus spp,Stargazers,Uranoscopes,Miracielos(=Ratas),مَخبَآت,鰧属未定种,,,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
STZ,1721348401,Kathetostoma giganteum,Giant stargazer,Uranoscope géant,Miracielo gigante,مختبئة ضخمة,平头竖口鰧,,Haast 1873,Uranoscopidae,Trachinoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
VYX,17213XXXXX,Uranoscopidae,Stargazers nei,Uranoscopes nca,"Miracielos, miraestellas nep",,,,,Uranoscopidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
TDC,1727200101,Trichodon trichodon,Pacific sandfish,,,,,,(Tilesius 1813),Trichodontidae,Trachinoidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
JAS,1727210301,Arctoscopus japonicus,Japanese sandfish,Toroumoque japonais,,,,,(Steindachner 1881),Trichodontidae,Trachinoidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SNK,1750500101,Thyrsites atun,Snoek,Escolier,Sierra,,,Снэк (=баракутта),(Euphrasen 1791),Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
WSM,1750500201,Thyrsitops lepidopoides,White snake mackerel,Escolier blanc,Escolar sierra,,,,(Cuvier 1832),Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DLT,1750500301,Diplospinus multistriatus,Striped escolar,Escolier rayé,Escolar rayado,سمك جِراب مُضلَّع,点纹带蛇鲭,,Maul 1948,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
NIM,1750500401,Neoepinnula americana,American sackfish,Escolier américain,Escolar americano,سمك جِراب أمريكي,美洲新蛇鲭,,(Grey 1953),Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SKD,1750500402,Neoepinnula orientalis,Sackfish,Escolier oriental,Escolar oriental,,,,(Gilchrist & von Bonde 1924),Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LEC,1750500501,Lepidocybium flavobrunneum,Escolar,Escolier noir,Escolar negro,,,,(Smith 1843),Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
NEN,1750500601,Nesiarchus nasutus,Black gemfish,Escolier long nez,Escolar narigudo,سمك جِراب ذو الأنف الطويل,无耙蛇鲭,,Johnson 1862,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
OIL,1750500701,Ruvettus pretiosus,Oilfish,Rouvet,Escolar clavo,,,,Cocco 1833,Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
PDG,1750500801,Paradiplospinus gracilis,Slender escolar,Escolier élégant,Escolar magro,سمك جِراب أنيق,细身副双棘蛇鲭,,(Brauer 1906),Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
TEZ,1750500802,Paradiplospinus antarcticus,Antarctic escolar,Escolier antarctique,Escolar antártico,سمك جِراب قطبي جنوبي,南极副双棘蛇鲭,,Andriashev 1960,Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
GEM,1750500901,Rexea solandri,Silver gemfish,Escolier tifiati,Escolar plateado,,,Рексия южная (=южная змеевидная макрель),(Cuvier 1832),Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RXA,1750500902,Rexea antefurcata,Long-finned escolar,Escolier longues ailes,Escolar de aleta larga,سمك جِراب بأجنحة طويلة,叉耙短蛇鲭,,Parin 1989,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RXP,1750500903,Rexea prometheoides,Royal escolar,Escolier royal,Escolar real,,,,(Bleeker 1856),Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RQB,1750500904,Rexea bengalensis,Bengal escolar,Escolier bengalais,Escolar bengalí,سمك جِراب بَنْغالي,孟加拉短蛇鲭,,(Alcock 1894),Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RBJ,1750500905,Rexea brevilineata,Short-lined escolar,Escolier barracuda,Escolar de rayas cortas,سمك جِراب قصير,短线短蛇鲭,,Parin 1989,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RMW,1750500906,Rexea nakamurai,Nakamura's escolar,Escolier dentu,Escolar de Nakamura,سمك جِراب ناكامورا,中村短蛇鲭,,Parin 1989,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
RXJ,1750501101,Rexichthys johnpaxtoni,Paxton's escolar,Escolier bécune,Escolar de Paxton,سمك جِراب باكسطون,皇蛇鲭,,Parin & Astakhov 1987,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
THM,1750501201,Thyrsitoides marleyi,Black snoek,Escolier gracile,Sierra grácil,سمك جِراب نحيف,黑鮨蛇鲭,,Fowler 1929,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
EMG,1750501301,Epinnula magistralis,Domine,Escolier maître,Dómine,سمك جِراب مَخْدوم,长腹短鳍蛇鲭,,Poey 1854,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
TBS,1750501401,Tongaichthys robustus,Tonga escolar,Escolier tonga,Escolar de Tonga,سمك جِراب طونغا,壮体汤加蛇鲭,,Nakamura & Fujii 1983,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
NLT,1750501501,Nealotus tripes,Black snake mackerel,Escolier reptile,Escolar oscuro,سمك جِراب زاحف,三棘若蛇鲭,,Johnson 1865,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
PRP,1750501701,Promethichthys prometheus,Roudi escolar,Escolier clair,Escolar prometeo,سمك جراب نيِّر,纺锤蛇鲭,,(Cuvier 1832),Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
GES,1750502001,Gempylus serpens,Snake mackerel,Escolier serpent,Escolar de canal,,,,Cuvier 1829,Gempylidae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
GEP,17505XXXXX,Gempylidae,"Snake mackerels, escolars nei","Escoliers, rouvets nca","Escolares, sierras nep",,,,,Gempylidae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ASZ,1750600101,Assurger anzac,Razorback scabbardfish,Poisson-sabre rasoir,Sable aserrado,سمك-حُسام مُوسِي,长剃刀带鱼,,(Alexander 1917),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BDL,1750600201,Benthodesmus elongatus,Elongate frostfish,Poisson-sabre long,Cintilla elongada,سمك-حُسام طويل,长体深海带鱼,,(Clarke 1879),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BDF,1750600202,Benthodesmus macrophthalmus,Bigeye frostfish,Poisson-sabre gros yeux,Cintilla ojigrande,سمك-حُسام كبير العينين,大眼深海带鱼,,Parin & Becker 1970,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BWN,1750600203,Benthodesmus tenuis,Slender frostfish,Sabre fleuret,Cintilla,,,,(Günther 1877),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BEH,17506002XX,Benthodesmus spp,Frostfishes,,,,,Бентодесмы,,Trichiuridae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LHT,1750600302,Trichiurus lepturus,Largehead hairtail,Poisson-sabre commun,Pez sable,,带鱼,Рыба-сабля,Linnaeus 1758,Trichiuridae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
JSU,1750600303,Trichiurus auriga,Pearly hairtail,Poisson sabre brochet,Pez sable perla,,,,Klunzinger 1884,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
TCW,17506003XX,Trichiurus spp,Hairtails nei,Poissons-sabres nca,Peces sable nep,,,,,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
EVP,1750600501,Evoxymetopon poeyi,Poey's scabbardfish,Poisson-sabre latte,Tajalí de Poey,سمك-حُسام بُويس,条状窄鲈带鱼,,Günther 1887,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SFS,1750600601,Lepidopus caudatus,Silver scabbardfish,Sabre argenté,Pez cinto,,,Лепидоп,(Euphrasen 1788),Trichiuridae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SDF,1750600602,Lepidopus fitchi,Pacific scabbardfish,Poisson-sabre yatagan,Pez cinto de Fitch,سمك-حُسام المُحيط الهادئ,菲氏叉尾带鱼,,Rosenblatt & Wilson 1987,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
UEF,1750600603,Lepidopus dubius,Doubtful scabbardfish,Poisson sabre énigme,Pez cinto enigma,,西非叉尾带鱼,,Parin & Mikhailin 1981,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
LKP,1750601101,Lepturacanthus pantului,Coromandel hairtail,Poisson-sabre bécune,Pez sable coromandélico,سمك-حُسام كُرُمانديل,潘氏沙带鱼,,(Gupta 1966),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SVH,1750601102,Lepturacanthus savala,Savalai hairtail,Poisson-sabre cimeterre,Pez sable savalai,سمك-حُسام سافالي,沙带鱼,,(Cuvier 1829),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
BSF,1750601201,Aphanopus carbo,Black scabbardfish,Sabre noir,Sable negro,,黑等鳍叉尾带鱼,Рыба-сабля угольная,Lowe 1839,Trichiuridae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
APH,1750601202,Aphanopus intermedius,Intermediate scabbardfish,Poisson-sabre tachuo,Sable intermedio,سمك-حُسام مُتوسِّط,中间等鳍叉尾带鱼,,Parin 1983,Trichiuridae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DDJ,1750601203,Aphanopus microphthalmus,Smalleye scabbardfish,Poisson sabre petits yeux,Sable ojito,,,,Norman 1939,Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
TKR,1750601301,Tentoriceps cristatus,Crested hairtail,Poisson-sabre manchot,Pez sable cuchilla,سمك-حُسام أََقْطَع,窄头带鱼,,(Klunzinger 1884),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
EGM,1750601801,Eupleurogrammus muticus,Smallhead hairtail,Poisson-sabre asbas,Pez sable asbas,سمك-حُسام صغير الرَّاس,小带鱼,,(Gray 1831),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
EWK,1750601802,Eupleurogrammus glossodon,Longtooth hairtail,Poisson-sabre dentu,Pez sable dentón,سمك-حُسام كبير الأسنان,长牙小带鱼,,(Bleeker 1860),Trichiuridae,Scombroidei,No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CUT,17506XXXXX,Trichiuridae,"Hairtails, scabbardfishes nei","Poissons-sabres, sabres nca","Peces sable, cintos nep",,,,,Trichiuridae,Scombroidei,Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DRI,1760401201,Ariomma indica,Indian driftfish,Ariomme indienne,Arioma índica,,,,(Day 1871),Ariommatidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
IMB,1760401202,Ariomma bondi,Silver-rag driftfish,Ariomme grise,,,,,Fowler 1930,Ariommatidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DRF,1760401203,Ariomma melanum,Brown driftfish,Ariomme brune,Arioma parda,,,,(Ginsburg 1954),Ariommatidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
DRK,17604012XX,Ariomma spp,Ariommatids nei,Ariommes nca,Ariomas nep,,,,,Ariommatidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
CEO,1760800101,Centrolophus niger,Rudderfish,Centrolophe noir,Romerillo,سمك دفَّة المرطب أسود,黑长鲳,Центролоф черный (=черныш),(Gmelin 1789),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
ICA,1760800201,Icichthys australis,Southern driftfish,Fiatole antarctique,,,,,Haedrich 1966,Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HDT,1760800301,Schedophilus huttoni,New Zealand ruffe,,,,,,(Waite 1910),Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HDV,1760800302,Schedophilus ovalis,Imperial blackfish,Rouffe impérial,Rufo imperial,سمك أسود امْبراطُوري,卵形高体鲳,,(Cuvier 1833),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SEY,1760800309,Schedophilus velaini,Violet warehou,Rouffe africain,Rufo africano,,,,(Sauvage 1879),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HDW,1760800310,Schedophilus pemarco,Pemarco blackfish,Rouffe rayé,Rufo pemarco,سمك أسود مُحزَّز,大眼高体鲳,,(Poll 1959),Centrolophidae,"Stromateoidei, anabantoidei",Yes,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HFD,1760800311,Schedophilus maculatus,Pelagic butterfish,,,,,,Günther 1860,Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
HVU,1760800313,Schedophilus medusophagus,Cornish blackfish,Rouffe des méduses,Rufo de aguas malas,,,,(Cocco 1839),Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
SXE,17608003XX,Schedophilus spp,Schedophilus nei,Rouffes nca,Rufos nep,,,,,Centrolophidae,"Stromateoidei, anabantoidei",No,34.0,Miscellaneous demersal fishes,Poissons démersaux divers,Peces demersales diversos,3.0,Marine fishes,Poissons marins,Peces marinos
